,Date,Survey,Borough,Measure,Proportion,MPS
5734,3/31/2021,PAS,Croydon,Relied on to be there,0.68,0.65
5735,3/31/2021,PAS,Ealing,Relied on to be there,0.67,0.65
5736,3/31/2021,PAS,Enfield,Relied on to be there,0.61,0.65
5737,3/31/2021,PAS,Greenwich,Relied on to be there,0.64,0.65
5738,3/31/2021,PAS,Hackney,Relied on to be there,0.6,0.65
5739,3/31/2021,PAS,Hammersmith and Fulham,Relied on to be there,0.65,0.65
5740,3/31/2021,PAS,Haringey,Relied on to be there,0.64,0.65
5741,3/31/2021,PAS,Harrow,Relied on to be there,0.64,0.65
5742,3/31/2021,PAS,Havering,Relied on to be there,0.64,0.65
5743,3/31/2021,PAS,Hillingdon,Relied on to be there,0.69,0.65
5744,3/31/2021,PAS,Hounslow,Relied on to be there,0.67,0.65
5745,3/31/2021,PAS,Islington,Relied on to be there,0.71,0.65
5746,3/31/2021,PAS,Kensington and Chelsea,Relied on to be there,0.7,0.65
5747,3/31/2021,PAS,Kingston upon Thames,Relied on to be there,0.64,0.65
5748,3/31/2021,PAS,Lambeth,Relied on to be there,0.66,0.65
5749,3/31/2021,PAS,Lewisham,Relied on to be there,0.63,0.65
5750,3/31/2021,PAS,Merton,Relied on to be there,0.68,0.65
5751,3/31/2021,PAS,Newham,Relied on to be there,0.7,0.65
5752,3/31/2021,PAS,Redbridge,Relied on to be there,0.62,0.65
5753,3/31/2021,PAS,Richmond upon Thames,Relied on to be there,0.66,0.65
5754,3/31/2021,PAS,Southwark,Relied on to be there,0.63,0.65
5755,3/31/2021,PAS,Sutton,Relied on to be there,0.73,0.65
5756,3/31/2021,PAS,Tower Hamlets,Relied on to be there,0.66,0.65
5757,3/31/2021,PAS,Waltham Forest,Relied on to be there,0.6,0.65
5758,3/31/2021,PAS,Wandsworth,Relied on to be there,0.71,0.65
5759,3/31/2021,PAS,City of Westminster,Relied on to be there,0.67,0.65
5760,3/31/2021,PAS,Barking and Dagenham,Treat everyone fairly,0.68,0.7
5761,3/31/2021,PAS,Barnet,Treat everyone fairly,0.72,0.7
5762,3/31/2021,PAS,Bexley,Treat everyone fairly,0.83,0.7
5763,3/31/2021,PAS,Brent,Treat everyone fairly,0.7,0.7
5764,3/31/2021,PAS,Bromley,Treat everyone fairly,0.78,0.7
5765,3/31/2021,PAS,Camden,Treat everyone fairly,0.61,0.7
5766,3/31/2021,PAS,Croydon,Treat everyone fairly,0.67,0.7
5767,3/31/2021,PAS,Ealing,Treat everyone fairly,0.73,0.7
5768,3/31/2021,PAS,Enfield,Treat everyone fairly,0.71,0.7
5769,3/31/2021,PAS,Greenwich,Treat everyone fairly,0.71,0.7
5770,3/31/2021,PAS,Hackney,Treat everyone fairly,0.6,0.7
5771,3/31/2021,PAS,Hammersmith and Fulham,Treat everyone fairly,0.67,0.7
5772,3/31/2021,PAS,Haringey,Treat everyone fairly,0.66,0.7
5773,3/31/2021,PAS,Harrow,Treat everyone fairly,0.78,0.7
5774,3/31/2021,PAS,Havering,Treat everyone fairly,0.81,0.7
5775,3/31/2021,PAS,Hillingdon,Treat everyone fairly,0.81,0.7
5776,3/31/2021,PAS,Hounslow,Treat everyone fairly,0.75,0.7
5777,3/31/2021,PAS,Islington,Treat everyone fairly,0.59,0.7
5778,3/31/2021,PAS,Kensington and Chelsea,Treat everyone fairly,0.76,0.7
5779,3/31/2021,PAS,Kingston upon Thames,Treat everyone fairly,0.78,0.7
5780,3/31/2021,PAS,Lambeth,Treat everyone fairly,0.56,0.7
5781,3/31/2021,PAS,Lewisham,Treat everyone fairly,0.58,0.7
5782,3/31/2021,PAS,Merton,Treat everyone fairly,0.7,0.7
5783,3/31/2021,PAS,Newham,Treat everyone fairly,0.75,0.7
5784,3/31/2021,PAS,Redbridge,Treat everyone fairly,0.75,0.7
5785,3/31/2021,PAS,Richmond upon Thames,Treat everyone fairly,0.75,0.7
5786,3/31/2021,PAS,Southwark,Treat everyone fairly,0.6,0.7
5787,3/31/2021,PAS,Sutton,Treat everyone fairly,0.78,0.7
5788,3/31/2021,PAS,Tower Hamlets,Treat everyone fairly,0.7,0.7
5789,3/31/2021,PAS,Waltham Forest,Treat everyone fairly,0.71,0.7
5790,3/31/2021,PAS,Wandsworth,Treat everyone fairly,0.66,0.7
5791,3/31/2021,PAS,City of Westminster,Treat everyone fairly,0.74,0.7
5792,3/31/2021,PAS,Barking and Dagenham,Understand issues,0.7,0.68
5793,3/31/2021,PAS,Barnet,Understand issues,0.65,0.68
5794,3/31/2021,PAS,Bexley,Understand issues,0.76,0.68
5795,3/31/2021,PAS,Brent,Understand issues,0.7,0.68
5796,3/31/2021,PAS,Bromley,Understand issues,0.68,0.68
5797,3/31/2021,PAS,Camden,Understand issues,0.6,0.68
5798,3/31/2021,PAS,Croydon,Understand issues,0.63,0.68
5799,3/31/2021,PAS,Ealing,Understand issues,0.69,0.68
5800,3/31/2021,PAS,Enfield,Understand issues,0.64,0.68
5801,3/31/2021,PAS,Greenwich,Understand issues,0.72,0.68
5802,3/31/2021,PAS,Hackney,Understand issues,0.61,0.68
5803,3/31/2021,PAS,Hammersmith and Fulham,Understand issues,0.68,0.68
5804,3/31/2021,PAS,Haringey,Understand issues,0.67,0.68
5805,3/31/2021,PAS,Harrow,Understand issues,0.71,0.68
5806,3/31/2021,PAS,Havering,Understand issues,0.71,0.68
5807,3/31/2021,PAS,Hillingdon,Understand issues,0.71,0.68
5808,3/31/2021,PAS,Hounslow,Understand issues,0.7,0.68
5809,3/31/2021,PAS,Islington,Understand issues,0.66,0.68
5810,3/31/2021,PAS,Kensington and Chelsea,Understand issues,0.74,0.68
5811,3/31/2021,PAS,Kingston upon Thames,Understand issues,0.73,0.68
5812,3/31/2021,PAS,Lambeth,Understand issues,0.61,0.68
5813,3/31/2021,PAS,Lewisham,Understand issues,0.6,0.68
5814,3/31/2021,PAS,Merton,Understand issues,0.69,0.68
5815,3/31/2021,PAS,Newham,Understand issues,0.71,0.68
5816,3/31/2021,PAS,Redbridge,Understand issues,0.69,0.68
5817,3/31/2021,PAS,Richmond upon Thames,Understand issues,0.74,0.68
5818,3/31/2021,PAS,Southwark,Understand issues,0.65,0.68
5819,3/31/2021,PAS,Sutton,Understand issues,0.75,0.68
5820,3/31/2021,PAS,Tower Hamlets,Understand issues,0.65,0.68
5821,3/31/2021,PAS,Waltham Forest,Understand issues,0.67,0.68
5822,3/31/2021,PAS,Wandsworth,Understand issues,0.73,0.68
5823,3/31/2021,PAS,City of Westminster,Understand issues,0.68,0.68
5824,6/30/2021,PAS,Barking and Dagenham,"""Good Job"" local",0.47,0.54
5825,6/30/2021,PAS,Barnet,"""Good Job"" local",0.51,0.54
5826,6/30/2021,PAS,Bexley,"""Good Job"" local",0.59,0.54
5827,6/30/2021,PAS,Brent,"""Good Job"" local",0.53,0.54
5828,6/30/2021,PAS,Bromley,"""Good Job"" local",0.62,0.54
5829,6/30/2021,PAS,Camden,"""Good Job"" local",0.53,0.54
5830,6/30/2021,PAS,Croydon,"""Good Job"" local",0.5,0.54
5831,6/30/2021,PAS,Ealing,"""Good Job"" local",0.53,0.54
5832,6/30/2021,PAS,Enfield,"""Good Job"" local",0.52,0.54
5833,6/30/2021,PAS,Greenwich,"""Good Job"" local",0.55,0.54
5834,6/30/2021,PAS,Hackney,"""Good Job"" local",0.49,0.54
5835,6/30/2021,PAS,Hammersmith and Fulham,"""Good Job"" local",0.6,0.54
5836,6/30/2021,PAS,Haringey,"""Good Job"" local",0.53,0.54
5837,6/30/2021,PAS,Harrow,"""Good Job"" local",0.52,0.54
5838,6/30/2021,PAS,Havering,"""Good Job"" local",0.57,0.54
5839,6/30/2021,PAS,Hillingdon,"""Good Job"" local",0.6,0.54
5840,6/30/2021,PAS,Hounslow,"""Good Job"" local",0.57,0.54
5841,6/30/2021,PAS,Islington,"""Good Job"" local",0.56,0.54
5842,6/30/2021,PAS,Kensington and Chelsea,"""Good Job"" local",0.62,0.54
5843,6/30/2021,PAS,Kingston upon Thames,"""Good Job"" local",0.67,0.54
5844,6/30/2021,PAS,Lambeth,"""Good Job"" local",0.49,0.54
5845,6/30/2021,PAS,Lewisham,"""Good Job"" local",0.46,0.54
5846,6/30/2021,PAS,Merton,"""Good Job"" local",0.6,0.54
5847,6/30/2021,PAS,Newham,"""Good Job"" local",0.47,0.54
5848,6/30/2021,PAS,Redbridge,"""Good Job"" local",0.48,0.54
5849,6/30/2021,PAS,Richmond upon Thames,"""Good Job"" local",0.63,0.54
5850,6/30/2021,PAS,Southwark,"""Good Job"" local",0.54,0.54
5851,6/30/2021,PAS,Sutton,"""Good Job"" local",0.61,0.54
5852,6/30/2021,PAS,Tower Hamlets,"""Good Job"" local",0.45,0.54
5853,6/30/2021,PAS,Waltham Forest,"""Good Job"" local",0.54,0.54
5854,6/30/2021,PAS,Wandsworth,"""Good Job"" local",0.57,0.54
5855,6/30/2021,PAS,City of Westminster,"""Good Job"" local",0.52,0.54
5856,6/30/2021,PAS,Barking and Dagenham,Contact ward officer,0.23,0.24
5857,6/30/2021,PAS,Barnet,Contact ward officer,0.29,0.24
5858,6/30/2021,PAS,Bexley,Contact ward officer,0.34,0.24
5859,6/30/2021,PAS,Brent,Contact ward officer,0.24,0.24
5860,6/30/2021,PAS,Bromley,Contact ward officer,0.28,0.24
5861,6/30/2021,PAS,Camden,Contact ward officer,0.24,0.24
5862,6/30/2021,PAS,Croydon,Contact ward officer,0.26,0.24
5863,6/30/2021,PAS,Ealing,Contact ward officer,0.2,0.24
5864,6/30/2021,PAS,Enfield,Contact ward officer,0.18,0.24
5865,6/30/2021,PAS,Greenwich,Contact ward officer,0.23,0.24
5866,6/30/2021,PAS,Hackney,Contact ward officer,0.26,0.24
5867,6/30/2021,PAS,Hammersmith and Fulham,Contact ward officer,0.21,0.24
5868,6/30/2021,PAS,Haringey,Contact ward officer,0.21,0.24
5869,6/30/2021,PAS,Harrow,Contact ward officer,0.27,0.24
5870,6/30/2021,PAS,Havering,Contact ward officer,0.24,0.24
5871,6/30/2021,PAS,Hillingdon,Contact ward officer,0.27,0.24
5872,6/30/2021,PAS,Hounslow,Contact ward officer,0.25,0.24
5873,6/30/2021,PAS,Islington,Contact ward officer,0.2,0.24
5874,6/30/2021,PAS,Kensington and Chelsea,Contact ward officer,0.3,0.24
5875,6/30/2021,PAS,Kingston upon Thames,Contact ward officer,0.32,0.24
5876,6/30/2021,PAS,Lambeth,Contact ward officer,0.17,0.24
5877,6/30/2021,PAS,Lewisham,Contact ward officer,0.17,0.24
5878,6/30/2021,PAS,Merton,Contact ward officer,0.3,0.24
5879,6/30/2021,PAS,Newham,Contact ward officer,0.18,0.24
5880,6/30/2021,PAS,Redbridge,Contact ward officer,0.3,0.24
5881,6/30/2021,PAS,Richmond upon Thames,Contact ward officer,0.31,0.24
5882,6/30/2021,PAS,Southwark,Contact ward officer,0.22,0.24
5883,6/30/2021,PAS,Sutton,Contact ward officer,0.3,0.24
5884,6/30/2021,PAS,Tower Hamlets,Contact ward officer,0.16,0.24
5885,6/30/2021,PAS,Waltham Forest,Contact ward officer,0.23,0.24
5886,6/30/2021,PAS,Wandsworth,Contact ward officer,0.22,0.24
5887,6/30/2021,PAS,City of Westminster,Contact ward officer,0.22,0.24
5888,6/30/2021,PAS,Barking and Dagenham,Informed local,0.39,0.42
5889,6/30/2021,PAS,Barnet,Informed local,0.4,0.42
5890,6/30/2021,PAS,Bexley,Informed local,0.53,0.42
5891,6/30/2021,PAS,Brent,Informed local,0.45,0.42
5892,6/30/2021,PAS,Bromley,Informed local,0.51,0.42
5893,6/30/2021,PAS,Camden,Informed local,0.38,0.42
5894,6/30/2021,PAS,Croydon,Informed local,0.46,0.42
5895,6/30/2021,PAS,Ealing,Informed local,0.39,0.42
5896,6/30/2021,PAS,Enfield,Informed local,0.42,0.42
5897,6/30/2021,PAS,Greenwich,Informed local,0.42,0.42
5898,6/30/2021,PAS,Hackney,Informed local,0.33,0.42
5899,6/30/2021,PAS,Hammersmith and Fulham,Informed local,0.44,0.42
5900,6/30/2021,PAS,Haringey,Informed local,0.43,0.42
5901,6/30/2021,PAS,Harrow,Informed local,0.46,0.42
5902,6/30/2021,PAS,Havering,Informed local,0.45,0.42
5903,6/30/2021,PAS,Hillingdon,Informed local,0.48,0.42
5904,6/30/2021,PAS,Hounslow,Informed local,0.49,0.42
5905,6/30/2021,PAS,Islington,Informed local,0.41,0.42
5906,6/30/2021,PAS,Kensington and Chelsea,Informed local,0.41,0.42
5907,6/30/2021,PAS,Kingston upon Thames,Informed local,0.51,0.42
5908,6/30/2021,PAS,Lambeth,Informed local,0.31,0.42
5909,6/30/2021,PAS,Lewisham,Informed local,0.27,0.42
5910,6/30/2021,PAS,Merton,Informed local,0.47,0.42
5911,6/30/2021,PAS,Newham,Informed local,0.39,0.42
5912,6/30/2021,PAS,Redbridge,Informed local,0.44,0.42
5913,6/30/2021,PAS,Richmond upon Thames,Informed local,0.57,0.42
5914,6/30/2021,PAS,Southwark,Informed local,0.37,0.42
5915,6/30/2021,PAS,Sutton,Informed local,0.46,0.42
5916,6/30/2021,PAS,Tower Hamlets,Informed local,0.37,0.42
5917,6/30/2021,PAS,Waltham Forest,Informed local,0.43,0.42
5918,6/30/2021,PAS,Wandsworth,Informed local,0.47,0.42
5919,6/30/2021,PAS,City of Westminster,Informed local,0.42,0.42
5920,6/30/2021,PAS,Barking and Dagenham,Listen to concerns,0.62,0.66
5921,6/30/2021,PAS,Barnet,Listen to concerns,0.68,0.66
5922,6/30/2021,PAS,Bexley,Listen to concerns,0.79,0.66
5923,6/30/2021,PAS,Brent,Listen to concerns,0.7,0.66
5924,6/30/2021,PAS,Bromley,Listen to concerns,0.71,0.66
5925,6/30/2021,PAS,Camden,Listen to concerns,0.64,0.66
5926,6/30/2021,PAS,Croydon,Listen to concerns,0.61,0.66
5927,6/30/2021,PAS,Ealing,Listen to concerns,0.62,0.66
5928,6/30/2021,PAS,Enfield,Listen to concerns,0.64,0.66
5929,6/30/2021,PAS,Greenwich,Listen to concerns,0.66,0.66
5930,6/30/2021,PAS,Hackney,Listen to concerns,0.59,0.66
5931,6/30/2021,PAS,Hammersmith and Fulham,Listen to concerns,0.7,0.66
5932,6/30/2021,PAS,Haringey,Listen to concerns,0.67,0.66
5933,6/30/2021,PAS,Harrow,Listen to concerns,0.67,0.66
5934,6/30/2021,PAS,Havering,Listen to concerns,0.72,0.66
5935,6/30/2021,PAS,Hillingdon,Listen to concerns,0.69,0.66
5936,6/30/2021,PAS,Hounslow,Listen to concerns,0.7,0.66
5937,6/30/2021,PAS,Islington,Listen to concerns,0.65,0.66
5938,6/30/2021,PAS,Kensington and Chelsea,Listen to concerns,0.68,0.66
5939,6/30/2021,PAS,Kingston upon Thames,Listen to concerns,0.73,0.66
5940,6/30/2021,PAS,Lambeth,Listen to concerns,0.59,0.66
5941,6/30/2021,PAS,Lewisham,Listen to concerns,0.55,0.66
5942,6/30/2021,PAS,Merton,Listen to concerns,0.68,0.66
5943,6/30/2021,PAS,Newham,Listen to concerns,0.67,0.66
5944,6/30/2021,PAS,Redbridge,Listen to concerns,0.66,0.66
5945,6/30/2021,PAS,Richmond upon Thames,Listen to concerns,0.8,0.66
5946,6/30/2021,PAS,Southwark,Listen to concerns,0.62,0.66
5947,6/30/2021,PAS,Sutton,Listen to concerns,0.76,0.66
5948,6/30/2021,PAS,Tower Hamlets,Listen to concerns,0.61,0.66
5949,6/30/2021,PAS,Waltham Forest,Listen to concerns,0.68,0.66
5950,6/30/2021,PAS,Wandsworth,Listen to concerns,0.69,0.66
5951,6/30/2021,PAS,City of Westminster,Listen to concerns,0.64,0.66
5952,6/30/2021,PAS,Barking and Dagenham,Relied on to be there,0.6,0.63
5953,6/30/2021,PAS,Barnet,Relied on to be there,0.64,0.63
5954,6/30/2021,PAS,Bexley,Relied on to be there,0.66,0.63
5955,6/30/2021,PAS,Brent,Relied on to be there,0.64,0.63
5956,6/30/2021,PAS,Bromley,Relied on to be there,0.64,0.63
5957,6/30/2021,PAS,Camden,Relied on to be there,0.6,0.63
5958,6/30/2021,PAS,Croydon,Relied on to be there,0.64,0.63
5959,6/30/2021,PAS,Ealing,Relied on to be there,0.62,0.63
5960,6/30/2021,PAS,Enfield,Relied on to be there,0.58,0.63
5961,6/30/2021,PAS,Greenwich,Relied on to be there,0.61,0.63
5962,6/30/2021,PAS,Hackney,Relied on to be there,0.61,0.63
5963,6/30/2021,PAS,Hammersmith and Fulham,Relied on to be there,0.67,0.63
5964,6/30/2021,PAS,Haringey,Relied on to be there,0.61,0.63
5965,6/30/2021,PAS,Harrow,Relied on to be there,0.63,0.63
5966,6/30/2021,PAS,Havering,Relied on to be there,0.61,0.63
5967,6/30/2021,PAS,Hillingdon,Relied on to be there,0.67,0.63
5968,6/30/2021,PAS,Hounslow,Relied on to be there,0.66,0.63
5969,6/30/2021,PAS,Islington,Relied on to be there,0.64,0.63
5970,6/30/2021,PAS,Kensington and Chelsea,Relied on to be there,0.64,0.63
5971,6/30/2021,PAS,Kingston upon Thames,Relied on to be there,0.64,0.63
5972,6/30/2021,PAS,Lambeth,Relied on to be there,0.64,0.63
5973,6/30/2021,PAS,Lewisham,Relied on to be there,0.6,0.63
5974,6/30/2021,PAS,Merton,Relied on to be there,0.63,0.63
5975,6/30/2021,PAS,Newham,Relied on to be there,0.67,0.63
5976,6/30/2021,PAS,Redbridge,Relied on to be there,0.6,0.63
5977,6/30/2021,PAS,Richmond upon Thames,Relied on to be there,0.63,0.63
5978,6/30/2021,PAS,Southwark,Relied on to be there,0.59,0.63
5979,6/30/2021,PAS,Sutton,Relied on to be there,0.72,0.63
5980,6/30/2021,PAS,Tower Hamlets,Relied on to be there,0.62,0.63
5981,6/30/2021,PAS,Waltham Forest,Relied on to be there,0.59,0.63
5982,6/30/2021,PAS,Wandsworth,Relied on to be there,0.68,0.63
5983,6/30/2021,PAS,City of Westminster,Relied on to be there,0.65,0.63
5984,6/30/2021,PAS,Barking and Dagenham,Treat everyone fairly,0.66,0.68
5985,6/30/2021,PAS,Barnet,Treat everyone fairly,0.72,0.68
5986,6/30/2021,PAS,Bexley,Treat everyone fairly,0.81,0.68
5987,6/30/2021,PAS,Brent,Treat everyone fairly,0.7,0.68
5988,6/30/2021,PAS,Bromley,Treat everyone fairly,0.71,0.68
5989,6/30/2021,PAS,Camden,Treat everyone fairly,0.58,0.68
5990,6/30/2021,PAS,Croydon,Treat everyone fairly,0.63,0.68
5991,6/30/2021,PAS,Ealing,Treat everyone fairly,0.71,0.68
5992,6/30/2021,PAS,Enfield,Treat everyone fairly,0.67,0.68
5993,6/30/2021,PAS,Greenwich,Treat everyone fairly,0.7,0.68
5994,6/30/2021,PAS,Hackney,Treat everyone fairly,0.56,0.68
5995,6/30/2021,PAS,Hammersmith and Fulham,Treat everyone fairly,0.69,0.68
5996,6/30/2021,PAS,Haringey,Treat everyone fairly,0.66,0.68
5997,6/30/2021,PAS,Harrow,Treat everyone fairly,0.78,0.68
5998,6/30/2021,PAS,Havering,Treat everyone fairly,0.78,0.68
5999,6/30/2021,PAS,Hillingdon,Treat everyone fairly,0.81,0.68
6000,6/30/2021,PAS,Hounslow,Treat everyone fairly,0.74,0.68
6001,6/30/2021,PAS,Islington,Treat everyone fairly,0.54,0.68
6002,6/30/2021,PAS,Kensington and Chelsea,Treat everyone fairly,0.7,0.68
6003,6/30/2021,PAS,Kingston upon Thames,Treat everyone fairly,0.8,0.68
6004,6/30/2021,PAS,Lambeth,Treat everyone fairly,0.52,0.68
6005,6/30/2021,PAS,Lewisham,Treat everyone fairly,0.55,0.68
6006,6/30/2021,PAS,Merton,Treat everyone fairly,0.69,0.68
6007,6/30/2021,PAS,Newham,Treat everyone fairly,0.73,0.68
6008,6/30/2021,PAS,Redbridge,Treat everyone fairly,0.71,0.68
6009,6/30/2021,PAS,Richmond upon Thames,Treat everyone fairly,0.72,0.68
6010,6/30/2021,PAS,Southwark,Treat everyone fairly,0.58,0.68
6011,6/30/2021,PAS,Sutton,Treat everyone fairly,0.78,0.68
6012,6/30/2021,PAS,Tower Hamlets,Treat everyone fairly,0.66,0.68
6013,6/30/2021,PAS,Waltham Forest,Treat everyone fairly,0.68,0.68
6014,6/30/2021,PAS,Wandsworth,Treat everyone fairly,0.63,0.68
6015,6/30/2021,PAS,City of Westminster,Treat everyone fairly,0.72,0.68
6016,6/30/2021,PAS,Barking and Dagenham,Understand issues,0.68,0.66
6017,6/30/2021,PAS,Barnet,Understand issues,0.63,0.66
6018,6/30/2021,PAS,Bexley,Understand issues,0.77,0.66
6019,6/30/2021,PAS,Brent,Understand issues,0.69,0.66
6020,6/30/2021,PAS,Bromley,Understand issues,0.67,0.66
6021,6/30/2021,PAS,Camden,Understand issues,0.59,0.66
6022,6/30/2021,PAS,Croydon,Understand issues,0.6,0.66
6023,6/30/2021,PAS,Ealing,Understand issues,0.69,0.66
6024,6/30/2021,PAS,Enfield,Understand issues,0.64,0.66
6025,6/30/2021,PAS,Greenwich,Understand issues,0.68,0.66
6026,6/30/2021,PAS,Hackney,Understand issues,0.57,0.66
6027,6/30/2021,PAS,Hammersmith and Fulham,Understand issues,0.68,0.66
6028,6/30/2021,PAS,Haringey,Understand issues,0.64,0.66
6029,6/30/2021,PAS,Harrow,Understand issues,0.71,0.66
6030,6/30/2021,PAS,Havering,Understand issues,0.69,0.66
6031,6/30/2021,PAS,Hillingdon,Understand issues,0.7,0.66
6032,6/30/2021,PAS,Hounslow,Understand issues,0.7,0.66
6033,6/30/2021,PAS,Islington,Understand issues,0.62,0.66
6034,6/30/2021,PAS,Kensington and Chelsea,Understand issues,0.68,0.66
6035,6/30/2021,PAS,Kingston upon Thames,Understand issues,0.75,0.66
6036,6/30/2021,PAS,Lambeth,Understand issues,0.6,0.66
6037,6/30/2021,PAS,Lewisham,Understand issues,0.58,0.66
6038,6/30/2021,PAS,Merton,Understand issues,0.67,0.66
6039,6/30/2021,PAS,Newham,Understand issues,0.67,0.66
6040,6/30/2021,PAS,Redbridge,Understand issues,0.66,0.66
6041,6/30/2021,PAS,Richmond upon Thames,Understand issues,0.73,0.66
6042,6/30/2021,PAS,Southwark,Understand issues,0.62,0.66
6043,6/30/2021,PAS,Sutton,Understand issues,0.78,0.66
6044,6/30/2021,PAS,Tower Hamlets,Understand issues,0.61,0.66
6045,6/30/2021,PAS,Waltham Forest,Understand issues,0.67,0.66
6046,6/30/2021,PAS,Wandsworth,Understand issues,0.7,0.66
6047,6/30/2021,PAS,City of Westminster,Understand issues,0.66,0.66
6048,9/30/2021,PAS,Barking and Dagenham,"""Good Job"" local",0.44,0.52
6049,9/30/2021,PAS,Barnet,"""Good Job"" local",0.49,0.52
6050,9/30/2021,PAS,Bexley,"""Good Job"" local",0.58,0.52
6051,9/30/2021,PAS,Brent,"""Good Job"" local",0.57,0.52
6052,9/30/2021,PAS,Bromley,"""Good Job"" local",0.6,0.52
6053,9/30/2021,PAS,Camden,"""Good Job"" local",0.49,0.52
6054,9/30/2021,PAS,Croydon,"""Good Job"" local",0.49,0.52
6055,9/30/2021,PAS,Ealing,"""Good Job"" local",0.49,0.52
6056,9/30/2021,PAS,Enfield,"""Good Job"" local",0.5,0.52
6057,9/30/2021,PAS,Greenwich,"""Good Job"" local",0.55,0.52
6058,9/30/2021,PAS,Hackney,"""Good Job"" local",0.48,0.52
6059,9/30/2021,PAS,Hammersmith and Fulham,"""Good Job"" local",0.57,0.52
6060,9/30/2021,PAS,Haringey,"""Good Job"" local",0.51,0.52
6061,9/30/2021,PAS,Harrow,"""Good Job"" local",0.51,0.52
6062,9/30/2021,PAS,Havering,"""Good Job"" local",0.57,0.52
6063,9/30/2021,PAS,Hillingdon,"""Good Job"" local",0.58,0.52
6064,9/30/2021,PAS,Hounslow,"""Good Job"" local",0.56,0.52
6065,9/30/2021,PAS,Islington,"""Good Job"" local",0.55,0.52
6066,9/30/2021,PAS,Kensington and Chelsea,"""Good Job"" local",0.59,0.52
6067,9/30/2021,PAS,Kingston upon Thames,"""Good Job"" local",0.67,0.52
6068,9/30/2021,PAS,Lambeth,"""Good Job"" local",0.48,0.52
6069,9/30/2021,PAS,Lewisham,"""Good Job"" local",0.43,0.52
6070,9/30/2021,PAS,Merton,"""Good Job"" local",0.55,0.52
6071,9/30/2021,PAS,Newham,"""Good Job"" local",0.45,0.52
6072,9/30/2021,PAS,Redbridge,"""Good Job"" local",0.44,0.52
6073,9/30/2021,PAS,Richmond upon Thames,"""Good Job"" local",0.65,0.52
6074,9/30/2021,PAS,Southwark,"""Good Job"" local",0.48,0.52
6075,9/30/2021,PAS,Sutton,"""Good Job"" local",0.63,0.52
6076,9/30/2021,PAS,Tower Hamlets,"""Good Job"" local",0.45,0.52
6077,9/30/2021,PAS,Waltham Forest,"""Good Job"" local",0.51,0.52
6078,9/30/2021,PAS,Wandsworth,"""Good Job"" local",0.55,0.52
6079,9/30/2021,PAS,City of Westminster,"""Good Job"" local",0.52,0.52
6080,9/30/2021,PAS,Barking and Dagenham,Contact ward officer,0.22,0.25
6081,9/30/2021,PAS,Barnet,Contact ward officer,0.29,0.25
6082,9/30/2021,PAS,Bexley,Contact ward officer,0.34,0.25
